INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff",
0080,10006566,LOND,The University of West London,35,"Music, Drama, Dance and Performing Arts",Z,27,
0080,10006566,LOND,The University of West London,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,16,
0083,10007165,LOND,The University of Westminster,02,"Public Health, Health Services and Primary Care",Z,17,
0083,10007165,LOND,The University of Westminster,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,39,
0083,10007165,LOND,The University of Westminster,04,"Psychology, Psychiatry and Neuroscience",Z,34,
0083,10007165,LOND,The University of Westminster,05,Biological Sciences,Z,14,
0083,10007165,LOND,The University of Westminster,06,"Agriculture, Veterinary and Food Science",Z,9,
0083,10007165,LOND,The University of Westminster,11,Computer Science and Informatics,Z,59,
0083,10007165,LOND,The University of Westminster,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,8,
0083,10007165,LOND,The University of Westminster,16,"Architecture, Built Environment and Planning",Z,83,
0083,10007165,LOND,The University of Westminster,17,"Geography, Environmental Studies and Archaeology",Z,5,
0083,10007165,LOND,The University of Westminster,18,Economics and Econometrics,Z,15,
0083,10007165,LOND,The University of Westminster,19,Business and Management Studies,Z,145,
0083,10007165,LOND,The University of Westminster,20,Law,Z,53,
0083,10007165,LOND,The University of Westminster,21,Politics and International Studies,Z,26,
0083,10007165,LOND,The University of Westminster,22,Social Work and Social Policy,Z,1,
0083,10007165,LOND,The University of Westminster,23,Sociology,Z,9,
0083,10007165,LOND,The University of Westminster,25,Education,Z,9,
0083,10007165,LOND,The University of Westminster,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,7,
0083,10007165,LOND,The University of Westminster,27,Area Studies,Z,13,
0083,10007165,LOND,The University of Westminster,28,Modern Languages and Linguistics,Z,25,
0083,10007165,LOND,The University of Westminster,29,English Language and Literature,Z,30,
0083,10007165,LOND,The University of Westminster,30,History,Z,10,
0083,10007165,LOND,The University of Westminster,34,"Art and Design: History, Practice and Theory",Z,65,
0083,10007165,LOND,The University of Westminster,35,"Music, Drama, Dance and Performing Arts",Z,11,
0083,10007165,LOND,The University of Westminster,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,40,
0021,10003614,SEAS,The University of Winchester,04,"Psychology, Psychiatry and Neuroscience",Z,13,
0021,10003614,SEAS,The University of Winchester,17,"Geography, Environmental Studies and Archaeology",Z,7,
0021,10003614,SEAS,The University of Winchester,19,Business and Management Studies,Z,29,
0021,10003614,SEAS,The University of Winchester,20,Law,Z,8,
0021,10003614,SEAS,The University of Winchester,21,Politics and International Studies,Z,2,
0021,10003614,SEAS,The University of Winchester,22,Social Work and Social Policy,Z,6,
0021,10003614,SEAS,The University of Winchester,23,Sociology,Z,10,
0021,10003614,SEAS,The University of Winchester,25,Education,Z,75,
0021,10003614,SEAS,The University of Winchester,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,11,
0021,10003614,SEAS,The University of Winchester,29,English Language and Literature,Z,14,
0021,10003614,SEAS,The University of Winchester,30,History,Z,14,
0021,10003614,SEAS,The University of Winchester,33,Theology and Religious Studies,Z,8,
0021,10003614,SEAS,The University of Winchester,35,"Music, Drama, Dance and Performing Arts",Z,25,
0021,10003614,SEAS,The University of Winchester,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,24,
0085,10007166,WMID,The University of Wolverhampton,02,"Public Health, Health Services and Primary Care",Z,15,
0085,10007166,WMID,The University of Wolverhampton,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,72,
0085,10007166,WMID,The University of Wolverhampton,04,"Psychology, Psychiatry and Neuroscience",Z,12,
0085,10007166,WMID,The University of Wolverhampton,05,Biological Sciences,Z,17,
0085,10007166,WMID,The University of Wolverhampton,07,Earth Systems and Environmental Sciences,Z,7,
0085,10007166,WMID,The University of Wolverhampton,11,Computer Science and Informatics,Z,30,
0085,10007166,WMID,The University of Wolverhampton,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,22,
0085,10007166,WMID,The University of Wolverhampton,16,"Architecture, Built Environment and Planning",Z,29,
0085,10007166,WMID,The University of Wolverhampton,19,Business and Management Studies,Z,58,
0085,10007166,WMID,The University of Wolverhampton,20,Law,Z,35,
0085,10007166,WMID,The University of Wolverhampton,22,Social Work and Social Policy,Z,5,
0085,10007166,WMID,The University of Wolverhampton,23,Sociology,Z,2,
0085,10007166,WMID,The University of Wolverhampton,25,Education,Z,83,
0085,10007166,WMID,The University of Wolverhampton,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,28,
0085,10007166,WMID,The University of Wolverhampton,27,Area Studies,Z,11,
0085,10007166,WMID,The University of Wolverhampton,28,Modern Languages and Linguistics,Z,20,
0085,10007166,WMID,The University of Wolverhampton,29,English Language and Literature,Z,14,
0085,10007166,WMID,The University of Wolverhampton,30,History,Z,16,
0085,10007166,WMID,The University of Wolverhampton,34,"Art and Design: History, Practice and Theory",Z,55,
0085,10007166,WMID,The University of Wolverhampton,35,"Music, Drama, Dance and Performing Arts",Z,12,
0085,10007166,WMID,The University of Wolverhampton,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,13,
0046,10007139,WMID,University of Worcester,02,"Public Health, Health Services and Primary Care",Z,10,
0046,10007139,WMID,University of Worcester,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,53,
0046,10007139,WMID,University of Worcester,04,"Psychology, Psychiatry and Neuroscience",Z,19,
0046,10007139,WMID,University of Worcester,05,Biological Sciences,Z,20,
0046,10007139,WMID,University of Worcester,11,Computer Science and Informatics,Z,10,
0046,10007139,WMID,University of Worcester,17,"Geography, Environmental Studies and Archaeology",Z,14,
0046,10007139,WMID,University of Worcester,19,Business and Management Studies,Z,30,
0046,10007139,WMID,University of Worcester,22,Social Work and Social Policy,Z,13,
0046,10007139,WMID,University of Worcester,23,Sociology,Z,4,
0046,10007139,WMID,University of Worcester,25,Education,Z,83,
0046,10007139,WMID,University of Worcester,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,42,
0046,10007139,WMID,University of Worcester,29,English Language and Literature,Z,15,
0046,10007139,WMID,University of Worcester,30,History,Z,7,
0046,10007139,WMID,University of Worcester,34,"Art and Design: History, Practice and Theory",Z,11,
0046,10007139,WMID,University of Worcester,35,"Music, Drama, Dance and Performing Arts",Z,14,
0189,10007657,EAST,Writtle College,06,"Agriculture, Veterinary and Food Science",Z,9,
0189,10007657,EAST,Writtle College,34,"Art and Design: History, Practice and Theory",Z,4,
0013,10007713,YORH,York St John University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,42,
0013,10007713,YORH,York St John University,04,"Psychology, Psychiatry and Neuroscience",Z,12,
0013,10007713,YORH,York St John University,05,Biological Sciences,Z,1,
0013,10007713,YORH,York St John University,19,Business and Management Studies,Z,21,
0013,10007713,YORH,York St John University,25,Education,Z,41,
0013,10007713,YORH,York St John University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,19,
0013,10007713,YORH,York St John University,28,Modern Languages and Linguistics,Z,5,
0013,10007713,YORH,York St John University,29,English Language and Literature,Z,22,
0013,10007713,YORH,York St John University,30,History,Z,10,
0013,10007713,YORH,York St John University,33,Theology and Religious Studies,Z,14,
0013,10007713,YORH,York St John University,34,"Art and Design: History, Practice and Theory",Z,8,
0013,10007713,YORH,York St John University,35,"Music, Drama, Dance and Performing Arts",Z,20,
0013,10007713,YORH,York St John University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,20,
0164,10007167,YORH,The University of York,02,"Public Health, Health Services and Primary Care",Z,73,
0164,10007167,YORH,The University of York,04,"Psychology, Psychiatry and Neuroscience",Z,35,
0164,10007167,YORH,The University of York,05,Biological Sciences,Z,65,
0164,10007167,YORH,The University of York,07,Earth Systems and Environmental Sciences,Z,33,
0164,10007167,YORH,The University of York,08,Chemistry,Z,52,
0164,10007167,YORH,The University of York,09,Physics,Z,38,
0164,10007167,YORH,The University of York,10,Mathematical Sciences,Z,43,
0164,10007167,YORH,The University of York,11,Computer Science and Informatics,Z,44,
0164,10007167,YORH,The University of York,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,33,
0164,10007167,YORH,The University of York,17,"Geography, Environmental Studies and Archaeology",Z,28,
0164,10007167,YORH,The University of York,18,Economics and Econometrics,Z,46,
0164,10007167,YORH,The University of York,19,Business and Management Studies,Z,36,
0164,10007167,YORH,The University of York,20,Law,Z,20,
0164,10007167,YORH,The University of York,21,Politics and International Studies,Z,32,
0164,10007167,YORH,The University of York,22,Social Work and Social Policy,Z,46,
0164,10007167,YORH,The University of York,23,Sociology,Z,25,
0164,10007167,YORH,The University of York,25,Education,Z,29,
0164,10007167,YORH,The University of York,28,Modern Languages and Linguistics,Z,22,
0164,10007167,YORH,The University of York,29,English Language and Literature,Z,41,
0164,10007167,YORH,The University of York,30,History,Z,46,
0164,10007167,YORH,The University of York,32,Philosophy,Z,18,
0164,10007167,YORH,The University of York,34,"Art and Design: History, Practice and Theory",Z,21,
0164,10007167,YORH,The University of York,35,"Music, Drama, Dance and Performing Arts",A,16,
0164,10007167,YORH,The University of York,35,"Music, Drama, Dance and Performing Arts",B,18,
0164,10007167,YORH,The University of York,N/A,UoA not recorded,Not recorded,2,
0177,10007856,WALE,Aberystwyth University,04,"Psychology, Psychiatry and Neuroscience",Z,9,
0177,10007856,WALE,Aberystwyth University,05,Biological Sciences,Z,3,
0177,10007856,WALE,Aberystwyth University,06,"Agriculture, Veterinary and Food Science",Z,87,
0177,10007856,WALE,Aberystwyth University,07,Earth Systems and Environmental Sciences,Z,5,
0177,10007856,WALE,Aberystwyth University,09,Physics,Z,16,
0177,10007856,WALE,Aberystwyth University,10,Mathematical Sciences,Z,12,
0177,10007856,WALE,Aberystwyth University,11,Computer Science and Informatics,Z,25,
0177,10007856,WALE,Aberystwyth University,17,"Geography, Environmental Studies and Archaeology",Z,45,
0177,10007856,WALE,Aberystwyth University,19,Business and Management Studies,Z,26,
0177,10007856,WALE,Aberystwyth University,20,Law,Z,27,
0177,10007856,WALE,Aberystwyth University,21,Politics and International Studies,Z,37,
0177,10007856,WALE,Aberystwyth University,25,Education,Z,6,
0177,10007856,WALE,Aberystwyth University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,11,
0177,10007856,WALE,Aberystwyth University,28,Modern Languages and Linguistics,A,8,
0177,10007856,WALE,Aberystwyth University,28,Modern Languages and Linguistics,B,15,
0177,10007856,WALE,Aberystwyth University,29,English Language and Literature,Z,16,
0177,10007856,WALE,Aberystwyth University,30,History,Z,20,
0177,10007856,WALE,Aberystwyth University,34,"Art and Design: History, Practice and Theory",Z,6,
0177,10007856,WALE,Aberystwyth University,35,"Music, Drama, Dance and Performing Arts",Z,34,
0177,10007856,WALE,Aberystwyth University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,10,
0178,10007857,WALE,Bangor University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,19,
0178,10007857,WALE,Bangor University,04,"Psychology, Psychiatry and Neuroscience",Z,38,
0178,10007857,WALE,Bangor University,05,Biological Sciences,Z,7,
0178,10007857,WALE,Bangor University,06,"Agriculture, Veterinary and Food Science",Z,29,
0178,10007857,WALE,Bangor University,07,Earth Systems and Environmental Sciences,Z,49,
0178,10007857,WALE,Bangor University,08,Chemistry,Z,12,
0178,10007857,WALE,Bangor University,11,Computer Science and Informatics,Z,11,
0178,10007857,WALE,Bangor University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,15,
0178,10007857,WALE,Bangor University,19,Business and Management Studies,Z,41,
0178,10007857,WALE,Bangor University,20,Law,Z,17,
0178,10007857,WALE,Bangor University,22,Social Work and Social Policy,Z,12,
0178,10007857,WALE,Bangor University,25,Education,Z,4,
0178,10007857,WALE,Bangor University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,20,
0178,10007857,WALE,Bangor University,28,Modern Languages and Linguistics,Z,33,
0178,10007857,WALE,Bangor University,29,English Language and Literature,Z,13,
0178,10007857,WALE,Bangor University,30,History,Z,18,
0178,10007857,WALE,Bangor University,33,Theology and Religious Studies,Z,3,
0178,10007857,WALE,Bangor University,35,"Music, Drama, Dance and Performing Arts",Z,26,
0179,10007814,WALE,Cardiff University† ,01,Clinical Medicine,Z,..,
0179,10007814,WALE,Cardiff University† ,02,"Public Health, Health Services and Primary Care",Z,..,
0179,10007814,WALE,Cardiff University† ,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,..,
0179,10007814,WALE,Cardiff University† ,04,"Psychology, Psychiatry and Neuroscience",Z,..,
0179,10007814,WALE,Cardiff University† ,05,Biological Sciences,Z,..,
0179,10007814,WALE,Cardiff University† ,07,Earth Systems and Environmental Sciences,Z,..,
0179,10007814,WALE,Cardiff University† ,08,Chemistry,Z,..,
0179,10007814,WALE,Cardiff University† ,09,Physics,Z,..,
0179,10007814,WALE,Cardiff University† ,10,Mathematical Sciences,Z,..,
0179,10007814,WALE,Cardiff University† ,11,Computer Science and Informatics,Z,..,
0179,10007814,WALE,Cardiff University† ,14,Civil and Construction engineering,Z,..,
0179,10007814,WALE,Cardiff University† ,15,General Engineering,Z,..,
0179,10007814,WALE,Cardiff University† ,16,"Architecture, Built Environment and Planning",A,..,
0179,10007814,WALE,Cardiff University† ,16,"Architecture, Built Environment and Planning",B,..,
0179,10007814,WALE,Cardiff University† ,17,"Geography, Environmental Studies and Archaeology",Z,..,
0179,10007814,WALE,Cardiff University† ,19,Business and Management Studies,Z,..,
0179,10007814,WALE,Cardiff University† ,20,Law,Z,..,
0179,10007814,WALE,Cardiff University† ,21,Politics and International Studies,Z,..,
0179,10007814,WALE,Cardiff University† ,23,Sociology,Z,..,
0179,10007814,WALE,Cardiff University† ,25,Education,Z,..,
0179,10007814,WALE,Cardiff University† ,28,Modern Languages and Linguistics,Z,..,
0179,10007814,WALE,Cardiff University† ,29,English Language and Literature,Z,..,
0179,10007814,WALE,Cardiff University† ,30,History,Z,..,
0179,10007814,WALE,Cardiff University† ,32,Philosophy,Z,..,
0179,10007814,WALE,Cardiff University† ,33,Theology and Religious Studies,Z,..,
0179,10007814,WALE,Cardiff University† ,35,"Music, Drama, Dance and Performing Arts",Z,..,
0179,10007814,WALE,Cardiff University† ,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,..,
0089,10007854,WALE,Cardiff Metropolitan University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,102,
0089,10007854,WALE,Cardiff Metropolitan University,19,Business and Management Studies,Z,71,
0089,10007854,WALE,Cardiff Metropolitan University,25,Education,Z,54,
0089,10007854,WALE,Cardiff Metropolitan University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,94,
0089,10007854,WALE,Cardiff Metropolitan University,29,English Language and Literature,Z,9,
0089,10007854,WALE,Cardiff Metropolitan University,34,"Art and Design: History, Practice and Theory",Z,51,
0087,10007833,WALE,Glyndŵr University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,27,
0087,10007833,WALE,Glyndŵr University,04,"Psychology, Psychiatry and Neuroscience",Z,14,
0087,10007833,WALE,Glyndŵr University,06,"Agriculture, Veterinary and Food Science",Z,5,
0087,10007833,WALE,Glyndŵr University,08,Chemistry,Z,3,
0087,10007833,WALE,Glyndŵr University,09,Physics,Z,1,
0087,10007833,WALE,Glyndŵr University,11,Computer Science and Informatics,Z,17,
0087,10007833,WALE,Glyndŵr University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,15,
0087,10007833,WALE,Glyndŵr University,15,General Engineering,Z,17,
0087,10007833,WALE,Glyndŵr University,16,"Architecture, Built Environment and Planning",Z,7,
0087,10007833,WALE,Glyndŵr University,19,Business and Management Studies,Z,21,
0087,10007833,WALE,Glyndŵr University,22,Social Work and Social Policy,Z,13,
0087,10007833,WALE,Glyndŵr University,25,Education,Z,28,
0087,10007833,WALE,Glyndŵr University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,4,
0087,10007833,WALE,Glyndŵr University,29,English Language and Literature,Z,3,
0087,10007833,WALE,Glyndŵr University,30,History,Z,2,
0087,10007833,WALE,Glyndŵr University,34,"Art and Design: History, Practice and Theory",Z,15,
0087,10007833,WALE,Glyndŵr University,35,"Music, Drama, Dance and Performing Arts",Z,8,
0087,10007833,WALE,Glyndŵr University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,7,
0180,10007855,WALE,Swansea University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,68,
0180,10007855,WALE,Swansea University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,31,
0180,10007855,WALE,Swansea University,04,"Psychology, Psychiatry and Neuroscience",Z,18,
0180,10007855,WALE,Swansea University,07,Earth Systems and Environmental Sciences,Z,15,
0180,10007855,WALE,Swansea University,09,Physics,Z,21,
0180,10007855,WALE,Swansea University,10,Mathematical Sciences,Z,18,
0180,10007855,WALE,Swansea University,11,Computer Science and Informatics,Z,22,
0180,10007855,WALE,Swansea University,15,General Engineering,Z,90,
0180,10007855,WALE,Swansea University,17,"Geography, Environmental Studies and Archaeology",Z,30,
0180,10007855,WALE,Swansea University,19,Business and Management Studies,Z,49,
0180,10007855,WALE,Swansea University,20,Law,Z,29,
0180,10007855,WALE,Swansea University,21,Politics and International Studies,Z,16,
0180,10007855,WALE,Swansea University,22,Social Work and Social Policy,Z,18,
0180,10007855,WALE,Swansea University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,11,
0180,10007855,WALE,Swansea University,28,Modern Languages and Linguistics,A,17,
0180,10007855,WALE,Swansea University,28,Modern Languages and Linguistics,B,8,
0180,10007855,WALE,Swansea University,29,English Language and Literature,Z,24,
0180,10007855,WALE,Swansea University,30,History,Z,36,
0176,10007858,WALE,University of Wales Trinity Saint David,15,General Engineering,Z,5,
0176,10007858,WALE,University of Wales Trinity Saint David,17,"Geography, Environmental Studies and Archaeology",Z,9,
0176,10007858,WALE,University of Wales Trinity Saint David,28,Modern Languages and Linguistics,Z,1,
0176,10007858,WALE,University of Wales Trinity Saint David,31,Classics,Z,10,
0176,10007858,WALE,University of Wales Trinity Saint David,33,Theology and Religious Studies,Z,7,
0176,10007858,WALE,University of Wales Trinity Saint David,34,"Art and Design: History, Practice and Theory",Z,7,
0176,10007858,WALE,University of Wales Trinity Saint David,N/A,UoA not recorded,Not recorded,303,
0090,10007793,WALE,University of South Wales,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,95,
0090,10007793,WALE,University of South Wales,04,"Psychology, Psychiatry and Neuroscience",Z,42,
0090,10007793,WALE,University of South Wales,05,Biological Sciences,Z,10,
0090,10007793,WALE,University of South Wales,07,Earth Systems and Environmental Sciences,Z,4,
0090,10007793,WALE,University of South Wales,08,Chemistry,Z,6,
0090,10007793,WALE,University of South Wales,09,Physics,Z,3,
0090,10007793,WALE,University of South Wales,10,Mathematical Sciences,Z,13,
0090,10007793,WALE,University of South Wales,11,Computer Science and Informatics,Z,43,
0090,10007793,WALE,University of South Wales,15,General Engineering,Z,74,
0090,10007793,WALE,University of South Wales,17,"Geography, Environmental Studies and Archaeology",Z,8,
0090,10007793,WALE,University of South Wales,19,Business and Management Studies,Z,81,
0090,10007793,WALE,University of South Wales,20,Law,Z,13,
0090,10007793,WALE,University of South Wales,22,Social Work and Social Policy,Z,38,
0090,10007793,WALE,University of South Wales,25,Education,Z,64,
0090,10007793,WALE,University of South Wales,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,25,
0090,10007793,WALE,University of South Wales,29,English Language and Literature,Z,16,
0090,10007793,WALE,University of South Wales,30,History,Z,13,
0090,10007793,WALE,University of South Wales,33,Theology and Religious Studies,Z,1,
0090,10007793,WALE,University of South Wales,34,"Art and Design: History, Practice and Theory",Z,86,
0090,10007793,WALE,University of South Wales,35,"Music, Drama, Dance and Performing Arts",Z,79,
0186,10008574,WALE,The University of Wales (central functions),28,Modern Languages and Linguistics,Z,16,
0170,10007783,SCOT,The University of Aberdeen†,01,Clinical Medicine,Z,161,
0170,10007783,SCOT,The University of Aberdeen†,02,"Public Health, Health Services and Primary Care",Z,153,
0170,10007783,SCOT,The University of Aberdeen†,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,3,
0170,10007783,SCOT,The University of Aberdeen†,04,"Psychology, Psychiatry and Neuroscience",Z,32,
0170,10007783,SCOT,The University of Aberdeen†,05,Biological Sciences,Z,205,
0170,10007783,SCOT,The University of Aberdeen†,06,"Agriculture, Veterinary and Food Science",Z,31,
0170,10007783,SCOT,The University of Aberdeen†,07,Earth Systems and Environmental Sciences,Z,46,
0170,10007783,SCOT,The University of Aberdeen†,08,Chemistry,Z,47,
0170,10007783,SCOT,The University of Aberdeen†,10,Mathematical Sciences,Z,29,
0170,10007783,SCOT,The University of Aberdeen†,11,Computer Science and Informatics,Z,44,
0170,10007783,SCOT,The University of Aberdeen†,15,General Engineering,Z,68,
0170,10007783,SCOT,The University of Aberdeen†,16,"Architecture, Built Environment and Planning",Z,14,
0170,10007783,SCOT,The University of Aberdeen†,17,"Geography, Environmental Studies and Archaeology",Z,27,
0170,10007783,SCOT,The University of Aberdeen†,18,Economics and Econometrics,Z,26,
0170,10007783,SCOT,The University of Aberdeen†,19,Business and Management Studies,Z,24,
0170,10007783,SCOT,The University of Aberdeen†,20,Law,Z,35,
0170,10007783,SCOT,The University of Aberdeen†,21,Politics and International Studies,Z,13,
0170,10007783,SCOT,The University of Aberdeen†,23,Sociology,Z,18,
0170,10007783,SCOT,The University of Aberdeen†,24,Anthropology and Development Studies,Z,20,
0170,10007783,SCOT,The University of Aberdeen†,25,Education,Z,32,
0170,10007783,SCOT,The University of Aberdeen†,28,Modern Languages and Linguistics,Z,26,
0170,10007783,SCOT,The University of Aberdeen†,29,English Language and Literature,Z,24,
0170,10007783,SCOT,The University of Aberdeen†,30,History,Z,29,
0170,10007783,SCOT,The University of Aberdeen†,32,Philosophy,Z,18,
0170,10007783,SCOT,The University of Aberdeen†,33,Theology and Religious Studies,Z,20,
0170,10007783,SCOT,The University of Aberdeen†,35,"Music, Drama, Dance and Performing Arts",Z,13,
0095,10007849,SCOT,University of Abertay Dundee,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,7,
0095,10007849,SCOT,University of Abertay Dundee,04,"Psychology, Psychiatry and Neuroscience",Z,15,
0095,10007849,SCOT,University of Abertay Dundee,05,Biological Sciences,Z,20,
0095,10007849,SCOT,University of Abertay Dundee,06,"Agriculture, Veterinary and Food Science",Z,6,
0095,10007849,SCOT,University of Abertay Dundee,07,Earth Systems and Environmental Sciences,Z,16,
0095,10007849,SCOT,University of Abertay Dundee,11,Computer Science and Informatics,Z,3,
0095,10007849,SCOT,University of Abertay Dundee,15,General Engineering,Z,40,
0095,10007849,SCOT,University of Abertay Dundee,18,Economics and Econometrics,Z,11,
0095,10007849,SCOT,University of Abertay Dundee,19,Business and Management Studies,Z,10,
0095,10007849,SCOT,University of Abertay Dundee,20,Law,Z,9,
0095,10007849,SCOT,University of Abertay Dundee,22,Social Work and Social Policy,Z,1,
0095,10007849,SCOT,University of Abertay Dundee,23,Sociology,Z,15,
0095,10007849,SCOT,University of Abertay Dundee,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,17,
0095,10007849,SCOT,University of Abertay Dundee,34,"Art and Design: History, Practice and Theory",Z,13,
0095,10007849,SCOT,University of Abertay Dundee,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,1,
0095,10007849,SCOT,University of Abertay Dundee,N/A,UoA not recorded,Not recorded,1,
0172,10007852,SCOT,The University of Dundee,01,Clinical Medicine,Z,88,
0172,10007852,SCOT,The University of Dundee,02,"Public Health, Health Services and Primary Care",Z,20,
0172,10007852,SCOT,The University of Dundee,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,45,
0172,10007852,SCOT,The University of Dundee,04,"Psychology, Psychiatry and Neuroscience",Z,33,
0172,10007852,SCOT,The University of Dundee,05,Biological Sciences,Z,92,
0172,10007852,SCOT,The University of Dundee,10,Mathematical Sciences,Z,13,
0172,10007852,SCOT,The University of Dundee,11,Computer Science and Informatics,Z,19,
0172,10007852,SCOT,The University of Dundee,14,Civil and Construction engineering,Z,18,
0172,10007852,SCOT,The University of Dundee,15,General Engineering,Z,31,
0172,10007852,SCOT,The University of Dundee,16,"Architecture, Built Environment and Planning",Z,13,
0172,10007852,SCOT,The University of Dundee,17,"Geography, Environmental Studies and Archaeology",Z,18,
0172,10007852,SCOT,The University of Dundee,19,Business and Management Studies,Z,30,
0172,10007852,SCOT,The University of Dundee,20,Law,Z,33,
0172,10007852,SCOT,The University of Dundee,21,Politics and International Studies,Z,8,
0172,10007852,SCOT,The University of Dundee,22,Social Work and Social Policy,Z,12,
0172,10007852,SCOT,The University of Dundee,25,Education,Z,23,
0172,10007852,SCOT,The University of Dundee,29,English Language and Literature,Z,13,
0172,10007852,SCOT,The University of Dundee,30,History,Z,17,
0172,10007852,SCOT,The University of Dundee,32,Philosophy,Z,5,
0172,10007852,SCOT,The University of Dundee,34,"Art and Design: History, Practice and Theory",Z,52,
0107,10007772,SCOT,Edinburgh Napier University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,108,
0107,10007772,SCOT,Edinburgh Napier University,04,"Psychology, Psychiatry and Neuroscience",Z,6,
0107,10007772,SCOT,Edinburgh Napier University,05,Biological Sciences,Z,15,
0107,10007772,SCOT,Edinburgh Napier University,06,"Agriculture, Veterinary and Food Science",Z,2,
0107,10007772,SCOT,Edinburgh Napier University,07,Earth Systems and Environmental Sciences,Z,15,
0107,10007772,SCOT,Edinburgh Napier University,11,Computer Science and Informatics,Z,43,
0107,10007772,SCOT,Edinburgh Napier University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,14,
0107,10007772,SCOT,Edinburgh Napier University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,24,
0107,10007772,SCOT,Edinburgh Napier University,14,Civil and Construction engineering,Z,26,
0107,10007772,SCOT,Edinburgh Napier University,15,General Engineering,Z,3,
0107,10007772,SCOT,Edinburgh Napier University,16,"Architecture, Built Environment and Planning",Z,36,
0107,10007772,SCOT,Edinburgh Napier University,17,"Geography, Environmental Studies and Archaeology",Z,2,
0107,10007772,SCOT,Edinburgh Napier University,18,Economics and Econometrics,Z,2,
0107,10007772,SCOT,Edinburgh Napier University,19,Business and Management Studies,Z,99,
0107,10007772,SCOT,Edinburgh Napier University,20,Law,Z,10,
0107,10007772,SCOT,Edinburgh Napier University,22,Social Work and Social Policy,Z,2,
0107,10007772,SCOT,Edinburgh Napier University,23,Sociology,Z,6,
0107,10007772,SCOT,Edinburgh Napier University,25,Education,Z,15,
0107,10007772,SCOT,Edinburgh Napier University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,13,
0107,10007772,SCOT,Edinburgh Napier University,28,Modern Languages and Linguistics,Z,10,
0107,10007772,SCOT,Edinburgh Napier University,29,English Language and Literature,Z,10,
0107,10007772,SCOT,Edinburgh Napier University,34,"Art and Design: History, Practice and Theory",Z,17,
0107,10007772,SCOT,Edinburgh Napier University,35,"Music, Drama, Dance and Performing Arts",Z,15,
0107,10007772,SCOT,Edinburgh Napier University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,32,
0167,10007790,SCOT,The University of Edinburgh,01,Clinical Medicine,Z,244,
0167,10007790,SCOT,The University of Edinburgh,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,16,
0167,10007790,SCOT,The University of Edinburgh,04,"Psychology, Psychiatry and Neuroscience",Z,137,
0167,10007790,SCOT,The University of Edinburgh,05,Biological Sciences,Z,118,
0167,10007790,SCOT,The University of Edinburgh,06,"Agriculture, Veterinary and Food Science",Z,138,
