"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0173",34,,891130,2,,"D","Granger causality and the sampling of economic processes","132 (2)","311-336","Journal of Econometrics",,"0304-4076",2006-Jun-01,,,"10.1016/j.jeconom.2005.02.002",,,,False,0,"Chambers, M J",True,,,,
,"0173",34,,891130,4,,"D","Frequency domain estimation of temporally aggregated Gaussian cointegrated systems","136 (1)","1-29","Journal of Econometrics",,"0304-4076",2007-Jan-01,,,"10.1016/j.jeconom.2006.03.005",,,,False,0,"Chambers, M J",True,,,,
,"0173",34,,891182,2,,"D","Money, Debt and Prices in the United Kingdom: 1705-1996","69 (275)","461-479","Economica",,"1468-0335",2002-Aug-01,,,"10.1111/1468-0335.00294",,,,False,0,"Janssen, Norbert",True,"Thomas, Ryland",True,,
,"0173",34,,891335,3,,"D","Optimal Logarithmic Utility and Optimal Portfolios for an Insider in a Stochastic Volatility Market","8 (3)","301-319","International Journal of Theoretical and Applied Finance",,"0219-0249",2005-May-01,,,"10.1142/S0219024905003025",,,,True,0,,,,,,
,"0173",34,,890900,2,,"H","Consumption and Real Exchange Rates With Incomplete Markets and Non-Traded Goods",,,,,,2007-Oct-11,,"http://ssrn.com/abstract=1019240",,"Forthcoming in the Journal of International Money and Finance. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper Number C04/05. First posted on SSRN.COM October 11, 2007.",,,False,0,"Benigno, G",True,,,,
,"0173",34,,891341,1,,"H","Efficiency, Depth and Growth: Quantitative Implications of Finance and Growth Theory",,,,,,2007-Aug-18,,"http://ssrn.com/abstract=1001177",,"Revised version invited by the Journal of Macroeconomics, resubmitted July 2007. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper Number 0712. First posted on SSRN.COM July 17, 2007, revised version posted August 18, 2007.",,,False,0,,,,,,
,"0173",34,,891256,2,,"D","Measuring Income and Measuring Sustainability","103 (1)","25-40","Scandinavian Journal of Economics",,"1467-9442",2001-Mar-01,,,"10.1111/1467-9442.00228",,,,False,0,"Pemberton, M",True,,,,
,"0173",34,,891130,1,,"D","Interpolating exogenous variables in continuous time dynamic models","25 (9)","1399-1427","Journal of Economic Dynamics and Control",,"0165-1889",2001-Sep-01,,,"10.1016/S0165-1889(99)00061-5",,,,False,0,,,,,,
,"0173",34,,891130,3,,"D","Identification and estimation of exchange rate models with unobservable fundamentals","47 (2)","573-582","International Economic Review",,"1468-2354",2006-May-01,,,"10.1111/j.1468-2354.2006.00389.x",,,,False,0,"Chambers, M J",True,,,,
,"0173",34,,890898,1,,"D","Learning about monetary policy rules","49 (6)","1105-1129","Journal of Monetary Economics",,"0304-3932",2002-Sep-01,,,"10.1016/S0304-3932(02)00144-7","Cited by Ben Bernanke, Chairman of the Board of Governors of the Federal Reserve System, in a speech on ""Inflation Expectations and Inflation Forecasting"" on July 10th 2007.",,,False,0,"Bullard, J",True,,,,
,"0173",34,,891100,4,,"D","Money, Sex and Religion: The case of the Church of Scotland","54 (2)","195-219","Scottish Journal of Political Economy",,"1467-9485",2007-May-01,,,"10.1111/j.1467-9485.2007.00411.x",,,,False,0,"Sawkins, J W",True,"Mochrie, R I",True,,
,"0173",34,,891100,2,,"D","Fairness and Inefficient Divorce","88 (2)","159-163","Economics Letters",,"0165-1765",2005-Aug-01,,,"10.1016/j.econlet.2004.12.030",,,,False,0,,,,,,
,"0173",34,,891100,3,,"D","Property division on divorce with inequity aversion","27 (2)","111-128","International Review of Law and Economics",,"0144-8188",2007-Jun-01,,,"10.1016/j.irle.2007.06.006",,,,False,0,,,,,,
,"0173",34,,890899,3,,"D","The expenditure switching effect, welfare and monetary policy in a small open economy","30 (7)","1159-1182","Journal of Economic Dynamics and Control",,"0165-1889",2006-Jul-01,,,"10.1016/j.jedc.2005.04.006",,,,False,0,,,,,,
,"0173",34,,891256,1,,"D","Strategic Innovation with Complete and Incomplete Labour Market Contracts","103 (2)","265-282","Scandinavian Journal of Economics",,"1467-9442",2001-Jun-01,,,"10.1111/1467-9442.00244",,,,False,0,"Ulph, A",True,,,,
,"0173",34,,891309,4,,"H","<p>Unconditionally Optimal Monetary Policy</p>",,,,,,2007-Nov-20,,"http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1031352",,"Revised version invited by the Journal of Monetary Economics, resubmitted November 2007. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper Number 0721 (previously circulated as 0606). Latest version first posted on SSRN.COM November 20, 2007.",,,False,0,"Damjanovic, Vladislav",False,"Nolan, Charles",False,,
,"0173",34,,891099,1,,"H","<p>Gender Discrimination and Efficiency in Marriage: The Bargaining Family Under Scrutiny</p>",,,,,"1432-1475",2007-Apr-25,,"http://dx.doi.org/10.1007/s00148-007-0143-x",,"Forthcoming in Journal of Population Economics. Corrected proofs published on-line 25 April 2007.",,,False,0,,,,,,
,"0173",34,,891336,1,,"H","Regulation of Reserves and Interest Rates in a Model of Bank Runs",,,,,,2007-Sep-18,,"http://ssrn.com/abstract=1015234",,"Revision invited by Journal of Banking and Finance. Resubmitted June 2007. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper Number 0714. First posted on SSRN.COM September 18, 2007.",,,False,0,,,,,,
,"0173",34,,890954,1,,"H","Does Strengthening Collective Action Clauses (CACs) Help?",,,,,,2007-Oct-21,,"http://ssrn.com/abstract=993477",,"University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper No 0711. First posted on SSRN.COM June 14, 2007, revised version posted October 21, 2007.",,,False,0,"Ghosal, S",True,,,,
,"0173",34,,891099,3,,"H","<p>Subjective Income and Employment Expectations and Preferences for Redistribution</p>",,,,,"0165-1765",2007-Sep-14,,"http://dx.doi.org/10.1016/j.econlet.2007.09.011",,"Forthcoming in Economics Letters. Accepted manuscript published on-line 14 September 2007.",,,False,0,"Siedler, T",True,,,,
,"0173",34,,891233,4,,"D","Growth and Welfare Effects of Stabilizing Innovation Cycles","29 (4)","806-823","Journal of Macroeconomics",,"0164-0704",2007-Dec-01,,,"10.1016/j.jmacro.2006.05.001",,,,False,0,"Aloi, M",True,,,,
,"0173",34,,891183,2,,"H","Sir George Caswall Vs. The Duke of Portland: Financial Contracting and Litigation in the Wake of the South Sea Bubble",,,,,,2007-Oct-02,,"http://ssrn.com/abstract=898562",,"To be published in The Origins and Development of Financial Markets and Institutions: Papers in Honour of Professor Larry Neal, CUP in 2008. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper 0605. First posted on SSRN.COM April 27, 2006, revised version posted October 2, 2007.",,,False,0,,,,,,
,"0173",34,,890986,1,,"D","Expectations and the Stability Problem for Optimal Monetary Policies","70 (4)","807-824","Review of Economic Studies",,"1467-937X",2003-Oct-01,,,"10.1111/1467-937X.00268",,,,False,0,"Honkapohja, S",True,,,,
,"0173",34,,890897,4,,"H","Can macroeconomic variables explain long term stock market movements? A comparison of the US and Japan",,,,,,2007-Oct-31,,"http://ssrn.com/abstract=1026219",,"Forthcoming in Applied Financial Economics. University of St Andrews, Centre for Dynamic Macroeconomic Analysis, Working Paper Number 0720. First posted on SSRN.COM October 31, 2007.",,,False,0,"Humpe, A",False,,,,
,"0159",34,,4278,1,,"D","<p>AIDS and Economic Growth: A Human Capital Approach.</p>","80 (1)","228-250","Journal of Development Economics",,"03043878",2005-Aug-10,,,"10.1016/j.jdeveco.2005.01.004",,,,False,,"McDonald, Scott",False,,,,
,"0159",34,,4252,1,,"D","<p>Some Evidence on the Relationship between Performance Related Pay and the Shape of the Experience Earnings Profile</p>","72(3)","660-676","Southern Economic Journal",,"0038-4038",2006-Jan-01,,,,,,,False,,"Sessions JG",True,,,,
,"0159",34,,4252,2,,"D","<p>Risk Preference and Employment Contract Type</p>","169 (4)","849-864","Journal of the Royal Statistical Society Series A (Statistics in Society)",,"1467985X",2006-May-16,,,"10.1111/j.1467-985X.2006.00424.x",,,,False,,"Farrell, Lisa",True,"Harris, Mark N",True,"Sessions, John G",True
,"0159",34,,4252,3,,"D","<p>The Contribution of Hours Constraints to Working Poverty in Britain</p>","20 (2)","445-463","Journal of Population Economics",,"14321475",2006-Nov-16,,,"10.1007/s00148-006-0086-7",,,,False,,"Sessions, JG",True,"Watson, Duncan",True,,
,"0159",34,,4253,1,,"D","<p>Monetary instability, the predictability of prices and the allocation of investment: An empirical investigation using UK panel data</p>","91(3)","648-662","American Economic Review",,"0002-8282",2001-Jun-01,,,,,,,False,,"Beaudry P",True,"Schiantarelli F",True,,
,"0159",34,,4253,2,,"D","<p>Nonlinear effects of exchange rate volatility on the volume of bilateral exports</p>","19(1)","001-023","Journal of Applied Econometrics",,"0883-7252",2003-Sep-01,,,"10.1002/jae.725",,,,False,,"Baum, Christopher F",True,"Ozkan, Neslihan",True,,
,"0159",34,,4253,3,,"D","<p>Nonlinear impact of inflation on relative price variability</p>","79 (2)","213-218","Economics Letters",,"01651765",2003-Jan-07,,,"10.1016/S0165-1765(02)00302-6",,,,False,,"Filiztekin, Alpay",True,,,,
,"0159",34,,4253,4,,"D","<p>Nonlinear adjustment to purchasing power parity in the post-Bretton Woods era.</p>","20 (3)","379-99","Journal of International Money and Finance",,"02615606",2001-May-09,,,"10.1016/S0261-5606(00)00043-7",,,,False,,"Barkoulas, John T",True,"Baum, Christopher F ",True,,
,"0159",34,,4256,1,,"D","<p>Job Insecurity and Wages</p>","117 (518)","544-566","The Economic Journal",,"14680297",2007-Apr-05,,,"10.1111/j.1468-0297.2007.02029.x",,,,False,,"Campbell, David",True,"Carruth, Alan",True,"Green, Francis",True
,"0159",34,,4256,2,,"D","<p>Inter-industry Wage Differences and Individual Heterogeneity</p>","66 (5)","811-846","Oxford Bulletin of Economics and Statistics",,"14680084",2004-Nov-25,,,"10.1111/j.1468-0084.2004.103_1.x",,,,False,,"Carruth, Alan",True,"Collier, William",True,,
,"0159",34,,4256,3,,"D","<p>The growth and valuation of computing and other generic skills</p>","56 (3)","371-406","Oxford Economic Papers",,"14643812",2004-May-27,,,"10.1093/oep/gpf049",,,,False,,"Green, Francis",True,,,,
,"0159",34,,4256,4,,"D","<p>Takeover risk and the market for corporate control: the experience of British firms in the 1970s and 1980s</p>","20 (8)","1167-1195","International Journal of Industrial Organization",,"01677187",2002-Jun-25,,,"10.1016/S0167-7187(01)00073-X",,,,False,,"Gibson, Heather D",True,"Tsakalotos, Euclid",True,,
,"0159",34,,4263,1,,"D","<p>Measurement error in models of welfare participation</p>","91 (1-2)","327-341","Journal of Public Economics",,"00472727",2006-Aug-30,,,"10.1016/j.jpubeco.2006.06.006",,,,False,,"Pudney, Stephen",True,,,,
,"0159",34,,4263,2,,"D","<p>The welfare cost of means-testing. Pensioner participation in Income Support</p>","22 (3)","581-598","Journal of Applied Econometrics",,"10991255",2007-Apr-19,,,"10.1002/jae.940",,,,False,,"Hancock, Ruth",True,"Pudney, Stephen",True,,
,"0159",34,,4268,1,,"D","<p>Dropping out of post-compulsory education in the UK: An analysis of determinants and outcomes</p>","20 (2)","299-328","Journal of Population Economics",,"0933-1433",2007-Apr-01,,,"10.1007/s00148-006-0110-y",,,,False,,"Bradley, Steve",True,,,,
,"0159",34,,4268,2,,"H","<p>The cost structure of higher education in further education colleges in England</p>",,,"Economics of Education Review ",,"1749-8368",2007-Oct-02,,"http://dx.doi.org/10.1016/j.econedurev.2007.05.003","10.1016/j.econedurev.2007.05.003","This paper is published in the Economics of Education Review.  It was published on-line on the journal website (with a DOI) on 2 October 2007.  It will appear in a printed volume of the journal in 2008.",,,False,,,,,,,
,"0159",34,,4269,1,,"D","<p>Decline and Fall: Unemployment among Britain?s Non-White Ethnic Communities 1960-1999</p>","164 (2)","371-387","Journal of Royal Statistical Society, Series A ",,"0964-1998",2001-Jun-01,,,"10.1111/1467-985X.00208",,,,False,,"Leslie, Derek",True,"Thomas, Leighton",True,,
,"0159",34,,4269,2,,"D","<p>The Impact of Language Ability on the Employment and Earnings of Britain?s Ethnic Communities</p>","68 (272)","587-606","Economica",,"14680335",2001-Nov-01,,,"10.1111/1468-0335.00263",,,,False,,"Leslie, Derek",True,,,,
,"0159",34,,4269,3,,"D","<p>Ethnic Differences in Women's Employment: The changing role of qualifications</p>","58 (2)","351-378","Oxford Economic Papers",,"0030-7653",2006-Jun-28,,,"10.1093/oep/gpl005",,,,False,,"Dale, Angela",True,"Dex, Shirley",True,,
,"0159",34,,4269,4,,"D","<p>Skill specificity and labour mobility: occupational and sectoral dimensions</p>","74(3)","389-413","The Manchester School",,"1463-6786",2006-Jun-01,,,"10.1111/j.1467-9957.2006.00500.x",,,,False,,"Elliott, Robert J R",True,,,,
,"0159",34,,4270,1,,"D","<p>Credit Channel, trade credit channel, and inventory investment: Evidence from a panel of UK firms</p>","30 (10)","2835-2856","Journal of Banking & Finance",,"03784266",2006-Oct-01,,,"10.1016/j.jbankfin.2005.11.002",,,,False,,"Guariglia, Alessandra",True,,,,
,"0159",34,,4270,2,,"D","<p>Trade Credit, Bank Lending and Monetary Policy Transmission</p>","50 (3)","603-29","European Economic Review",,"00142921",2005-Feb-19,,,"10.1016/j.euroecorev.2005.01.002",,,,False,,"Bougheas, Spiros",True,"Mizen, Paul",True,,
,"0159",34,,4272,1,,"D","<p>On the incentives to increase input efficiency under monopoly trade unions</p>","62 (4)","657-669","Journal of Economic Behavior & Organization",,"01672681",2006-Jan-24,,,"10.1016/j.jebo.2005.02.004",,,,False,,"Biswas, Tapan",True,,,,
,"0159",34,,4272,2,,"D","<p>Asking price and price discounts: The strategy of selling an asset under price uncertainty</p>","62 (3)","281-301","Theory and Decision",,"15737187",2007-May-01,,,"10.1007/s11238-007-9031-9",,,,False,,"Biswas, Tapan",True,,,,
,"0159",34,,4272,3,,"D","<p>Complementary Monopoly and Welfare: Is Splitting up so Bad?</p>","74 (3)","334-349","The Manchester School",,"14679957",2006-May-22,,,"10.1111/j.1467-9957.2006.00496.x",,,,False,,,,,,,
,"0159",34,,4272,4,,"D","<p>Measuring the balance of intra-regional migration</p>","37(19)","2221-2230","Applied Economics",,"0003-6846",2005-Oct-01,,,"10.1080/00036840500330532",,,,False,,"Biswas, Tapan",True,,,,
,"0159",34,,4273,1,,"D","<p>Further analysis of the returns to academic and vocational qualifications</p>","68 (2)","225-251","Oxford Bulletin of Economics and Statistics",,"14680084",2006-Mar-09,,,"10.1111/j.1468-0084.2006.00160.x",,,,False,,,,,,,
,"0159",34,,4273,2,,"D","<p>Measuring and assessing the impact of basic skills on labour market outcomes.</p>","53(3)","453-481","Oxford Economic Papers",,"0030-7653",2001-Jul-01,,,"10.1093/oep/53.3.453",,,,False,,"Vignoles, Anna",True,,,,
,"0159",34,,4273,3,,"D","<p>The intensification of work in Europe</p>","8 (2)","291-308","Labour Economics",,"09275371",2001-Apr-30,,,"10.1016/S0927-5371(01)00027-6",,,,False,,"Green, Francis",True,,,,
,"0159",34,,4273,4,,"D","<p>Recruiting and retaining teachers in the UK: an analysis of graduate occupation choice from the 1960s to the 1990s</p>","74 (293)","69-96","Economica",,"14680335",2006-Jun-09,,,"10.1111/j.1468-0335.2006.00528.x",,,,False,,"Chevalier, Arnaud",True,"Dolton, Peter",True,,
,"0159",34,,4275,1,,"D","<p>Aid, poverty reduction and the ?new conditionality?</p>","114 (496)","217-244","The Economic Journal",,"14680297",2004-May-27,,,"10.1111/j.1468-0297.2004.00220.x",,,,False,,"Hudson, John",True,"Verschoor, Arjan",False,,
,"0159",34,,4275,2,,"D","<p>Aid, government expenditure and aggregate welfare</p>","33 (3)","355-371","World Development",,"0305750X",2005-Jan-20,,,"10.1016/j.worlddev.2004.09.005",,,,False,,"Gomanee, Karuna",True,"Morrissey, Oliver",True,"Verschoor, Arjan",False
,"0159",34,,4275,3,,"D","<p>Institutions and politics in a Lewis-type growth model</p>","72 (6)","749-771","The Manchester School",,"14679957",2004-Nov-25,,,"10.1111/j.1467-9957.2004.00434.x",,,,False,,,,,,,
,"0159",34,,4278,3,,"D","<p>Modelling SF-6D health state preference data using a non-parametric Bayesian method</p>","26 (3)","597-612","Journal of Health Economics",,"01676296",2006-Oct-27,,,"10.1016/j.jhealeco.2006.09.002",,,,False,,"Brazier, John E",False,"Kharroubi, Samer A",True,"O'Hagan, Anthony",False
,"0159",34,,4278,2,,"D","<p>The Estimation of a Preference-Based Measure of Health from the SF-36</p>","21 (2)","271-292","Journal of Health Economics",,"01676296",2001-Dec-06,,,"10.1016/S0167-6296(01)00130-8","This paper was awarded the International Society for Quality of Life Research (ISOQOL) prize for the Outstanding Article of the Year Award 2002.  On 7 September 2007 it was still among the top 25 downloads from the journal website (No. 8) despite being published in March 2002 
(see http://top25.sciencedirect.com/?journal_id=01676296).",,,False,,"Brazier, John",False,"Deverill, Mark",True,,
,"0159",34,,4278,4,,"D","<p>Growth and multiple forms of human capital in an augmented Solow model: a panel data investigation</p>","74(2)","271-276","Economic Letters",,"0165-1765",2001-Dec-08,,,"10.1016/S0165-1765(01)00539-0",,,,False,,"McDonald, Scott",False,,,,
,"0159",34,,4282,1,,"D","<p>Debt and Financial Expectations: An Individual and Household Analysis</p>","43 (1)","100-120","Economic Inquiry",,"00952583",2005-Jan-01,,,,,,,False,,"Brown, Sarah",False,"Garino, Gaia",True,"Wheatley Price, Stephen",True
,"0159",34,,4282,2,,"D","<p>Business cycles and the role of confidence: evidence for Europe</p>","69 (2)","185--208","Oxford Bulletin of Economics and Statistics",,"14680084",2007-Apr-10,,,"10.1111/j.1468-0084.2007.00472.x",,,,False,,"McNabb, Robert",True,,,,
,"0159",34,,4282,3,,"D","<p>Wage Inequality and the Role of Multinationals: Evidence from UK Panel Data</p>","12(2)","223-249","Labour Economics",,"0927-5371",2004-Feb-01,,,"10.1016/j.labeco.2003.11.003",,,,False,,"Driffield, Nigel",True,,,,
,"0159",34,,4283,1,,"D","<p>It ain't what you do, it's the way that you do it: Characteristics of procedural justice and their importance in social decision-making</p>","64 (1)","157-170","Journal of Economic Behavior & Organization",,"01672681",2007-Feb-27,,,"10.1016/j.jebo.2006.07.004",,,,False,,"Dolan, Paul",False,"Edlin, Richard",False,"Wailoo, Allan",False
,"0159",34,,4283,2,,"D","<p>Using rank data to estimate health state utility models.</p>","25 (3)","418-431","Journal of Health Economics",,"01676296",2006-Feb-24,,,"10.1016/j.jhealeco.2005.07.008",,,,False,3,"Brazier, John",False,"Gilks, Peter",False,"McCabe, Christopher",False
,"0159",34,,4283,3,,"D","<p>Health priorities and public preferences: the relative importance of past health experience and future health prospects</p>","24 (4)","703-714","Journal of Health Economics",,"01676296",2005-Jan-23,,,"10.1016/j.jhealeco.2004.11.007",,,,False,,"Dolan, Paul",False,,,,
,"0159",34,,4283,4,,"D","<p>Exploring Social Welfare functions and violation of monotonicity: an example from inequalities in health</p>","23(2)","313-329","Journal of Health Economics",,"0167-6296",2003-Dec-06,,,"10.1016/j.jhealeco.2003.08.003",,,,False,,"Abasolo, Ignacio",True,,,,
,"0159",34,,4285,1,,"D","<p>The Long-Run Labour Market Consequences of Teenage Motherhood in Britain</p>","16 (2)","323-343","Journal of Population Economics",,"14321475",2003-May-01,,,"10.1007/s001480200125",,,,False,,"Chevalier, Arnaud",True,,,,
,"0159",34,,4285,2,,"D","<p>Cost of Childcare and Female Employment in Britain</p>","19 (s1)","149-170","Labour",,"14679914",2005-Dec-16,,,"10.1111/j.1467-9914.2005.00325.x",,,,False,,,,,,,
,"0159",34,,4276,1,,"D","<p>What does Tacit Knowledge Actually Explain?</p>","14 (3)","353-370","Journal of Economic Methodology",,"14699427",2007-Sep-01,,,"10.1080/13501780701562559",,,,False,,"Tarrant, Iona",False,,,,
,"0159",34,,4276,2,,"D","<p>Heavy Constraints on a ""Weightless World""? &#160;Resources and the New Economy</p>","65 (3)","641-691","American Journal of Economics and Sociology",,"15367150",2006-Jul-01,,,"10.1111/j.1536-7150.2006.00468.x",,,,False,,,,,,,
,"0159",34,,4276,3,,"D","<p>Evaluating Marxian Contributions to Development Economics</p>","14 (1)","27-46","Journal of Economic Methodology",,"14699427",2007-Mar-01,,,"10.1080/13501780601170040",,,,False,,,,,,,
,"0159",34,,4276,4,,"D","<p>Balance of Payments Constrained Growth and Developing Countries: An Examination of Thirlwall's Hypothesis</p>","17 (1)","1-22","International Review of Applied Economics",,"02692171",2003-Jan-01,,,"10.1080/713673169","This article is also reprinted in McCombie J and Thirlwall AP (eds) 'Essays on Balance of Payments Constrained Growth'  (London, Routledge, 2004)",,,False,,,,,,,
,"0159",34,,4282,4,,"D","<p>Religion and Education: Evidence from the National Child Development Study</p>","63 (3)","439-460","Journal of Economic Behaviour and Organization",,"01672681",2006-May-09,,,"10.1016/j.jebo.2005.08.003",,,,False,,"Brown, Sarah",False,,,,
,"0159",34,,4252,4,,"H","<p>Untangling Supply and Demand in Occupational Choice</p>",,,"Economics Letters",,,2007-Sep-18,,"http://dx.doi.org/10.1016/j.econlet.2007.09.023","10.1016/j.econlet.2007.09.023","This paper is published in Economics Letters.  It was published on-line on the journal website (with a DOI) on 18 Sept 2007.  It will appear in a printed volume of the journal in 2008.",,,False,,"Fry, Tim R.L.",True,"Harris, Mark",True,,
,"0159",34,,4275,4,,"H","<p>The Macroeconomic Impact of Aid Volatility</p>",,,"Economics Letters",,,2007-Oct-04,,"http://dx.doi.org/10.1016/j.econlet.2007.09.031","10.1016/j.econlet.2007.09.031","This paper is published in Economics Letters.  It was published on-line on the journal website (with a DOI) on 4 October 2007.  It will appear in a printed volume of the journal in 2008.",,,False,,"Hudson, John",True,,,,
,"0156",34,,142135,1,2003,"A","<p>Farm to Factory: A reinterpretation of the Soviet Industrial Revolution</p>",,"302","Princeton University Press",,"0-691-00696-2",,,,,"Ranki Prize for best book in European economic history 2003-4",,,False,,,,,,,
,"0156",34,,142170,1,2004,"A","Market Institutions in Sub-Saharan Africa:Theory and Evidence",,"1-521","MIT Press, Cambridge ",,"0-262-06236-4",,,,,,,,False,,,,,,,
,"0156",34,,142115,4,2006,"A","<p>Capitalism Unleashed</p>",,"1-234","Oxford University Press Oxford",,"0-19-929199-3",,,,,,,,False,,,,,,,
,"0156",34,,142124,4,2003,"C","<p>Why Every Economist should Learn some Auction Theory</p>","Advances in Economics and Econometrics: Invited Lectures to the 8th World Congress of the Econometric Society","25-55","Cambridge University Press","Dewatripont, M., Hansen, L., and Turnovsky, S.","9780521524117",,,,,,,,False,,,,,,,
,"0156",34,,142139,1,2004,"C","<p>Precocious British industrialization: a general equilibrium perspective</p>","Exceptionalism and Industrialisation: Britain and its European Rivals, 1688-1815","86-107","Cambridge University Press","de la Escocura, L.P.","9780521793049",,,,,,,,False,,"Crafts, N.F.R.",True,,,,
,"0156",34,,142118,3,,"N","<p>How to improve the human capital of older workers: the sad tale of the magic bullet</p>","OECD","149-171","OECD",,,2006-Feb-01,,,,,,,False,,"Rijkers, B.",True,,,,
,"0156",34,,142135,2,,"D","<p>The Great Divergence in European Wages and Prices from the Middle Ages to the First World War</p>","38(4)","411-447","Explorations in Economic History ",,"0014-4983",2001-Oct-01,,,"10.1006/exeh.2001.0775","Explorations Prize for best article in journal",,,False,,,,,,,
,"0156",34,,142109,1,,"D","<p>Promise and Pitfalls in the Use of Secondary data-sets: Income Inequality in OECD Countries as a Case Study</p>","39(3)","771-799","Journal of Economic Literature",,"0022-0515",2001-Sep-01,,"http://links.jstor.org/sici?sici=0022-0515%28200109%2939%3A3%3C771%3APAPITU%3E2.0.CO%3B2-6 ",,,,,False,,"Brandolini, A.",True,,,,
,"0156",34,,142126,4,,"D","<p>Queues and Hierarchies</p>","68(2)","297-322","Review of Economic Studies",,"0034-6527",2001-Apr-01,,,"10.1111/1467-937X.00170",,,,False,,,,,,,
,"0156",34,,142150,1,,"D","<p>Unemployment insurance benefit levels and consumption changes</p>","80 (1)","1-23","Journal of Public Economics",,"00472727",2001-Apr-01,,,"10.1016/S0047-2727(00)00084-0",,,,False,,"Crossley, T.",True,,,,
,"0156",34,,142150,2,,"D","<p>The Response of Expenditures to anticipated income changes: panel data estimates</p>","91(3)","681-692","American Economic Review",,"0954-4100",2001-Jun-01,,,,,,,False,,"Collado, M.D. ",True,,,,
,"0156",34,,142150,4,,"D","<p>Habits and heterogeneity in demands: a panel data analysis</p>","22(3)","635-640","Journal of Applied Econometrics",,"0895-3309",2007-May-01,,,"10.1002/jae.952",,,,False,,"Collado, M.D.",True,,,,
,"0156",34,,210947,3,,"D","<p>The cost of living with the RPI: Substitution bias in the UK Retail Prices Index</p>","111(472)","357-382","Economic Journal",,"0013-0133",2001-Jun-01,,,"10.1111/1468-0297.00635",,,,False,,"Blow, L.",True,,,,
,"0156",34,,142115,1,,"D","<p>Export Market Performance of OECD Countries: An Empirical Assessment of the Role of Cost Competitiveness</p>","111 (468)","128-162","The Economic Journal",,"14680297",2001-Jan-01,,,"10.1111/1468-0297.00592",,,,False,,"Carlin, W.",True,"Van Reenen, J.",True,,
,"0156",34,,142115,2,,"D","<p>Inequalities of employment and wages in OECD countries</p>","63 (s1)","697-714","Oxford Bulletin of Economics and Statistics",,"14680084",2001-Sep-01,,,"10.1111/1468-0084.63.spe1.5","Special Issue: The Labour Market Consequences of Technical and Structural Change 2001",,,False,,,,,,,
,"0156",34,,142120,1,,"D","<p>Technological Activity and Employment in a panel of UK firms</p>","48 (3)","260-282","Scottish Journal of Political Economy",,"14679485",2001-Aug-01,,,"10.1111/1467-9485.00198",,,,False,,"Bosworth, D.",True,"Longland, M.",False,,
,"0156",34,,142120,2,,"D","<p>Structural change and the emergence of the new service economy</p>","63 (s1)","629-646","Oxford Bulletin of Economics and Statistics",,"14680084",2001-Sep-01,,,"10.1111/1468-0084.63.spe1.2","Special Issue: The Labour Market Consequences of Technical and Structural Change 2001",,,False,,"Gregory, M.",False,,,,
,"0156",34,,142120,3,,"D","<p>Intellectual Property in UK firms: Creating intangible assets and distributing the benefits via wages and jobs</p>","63 (s1)","671-696","Oxford Bulletin of Economics and Statistics",,"14680084",2001-Sep-01,,,"10.1111/1468-0084.63.spe1.4","Special Issue: The Labour Market Consequences of Technical and Structural Change 2001",,,False,,"Longland, M.",False,,,,
,"0156",34,,142116,3,,"D","<p>Unemployment and subsequent Earnings: Estimating Scarring among British Men 1984-94</p>","111(475)","F607-F625","Economic Journal",,"0013-0133",2001-Nov-01,,,"10.1111/1468-0297.00665",,,,False,,"Jukes, R. ",True,,,,
,"0156",34,,142116,4,,"D","<p>Jobs for the Skilled: How technology, trade and domestic demand change the structure of UK employment 1979-90</p>","53 (1)","20-46","Oxford Economic Papers",,"14643812",2001-Jan-01,,,"10.1093/oep/53.1.20",,,,False,,"Greenhalgh, C. ",False,"Zissimos, B. ",True,,
,"0156",34,,142114,4,,"D","<p>Modelling UK Inflation 1875-1991</p>","16(3)","255-275","Journal of Applied Econometrics",,"0883-7252",2001-Jun-01,,,"10.1002/jae.615",,,,False,,,,,,,
,"0156",34,,142117,1,,"D","<p>Performance, Promotion and the Peter Principle</p>","68 (1)","45-66","Review of Economic Studies",,"1467937X",2001-Jan-01,,,"10.1111/1467-937X.00159",,,,False,,"Fairburn, J.A. ",True,,,,
,"0156",34,,142107,4,,"D","<p>Earnings, Unemployment and Housing in Britain</p>","16 (3)","203-220","Journal of Applied Econometrics",,"10991255",2001-Jun-01,,,"10.1002/jae.612",,,,False,,"Cameron, G.",False,,,,
